customer_id,company_name,industry,region,tier,contract_type,primary_product,signup_date,last_active_date,days_since_last_active,order_count,avg_order_value,total_revenue,mrr,support_tickets,avg_resolution_hrs,nps_score,discount_pct,churned
CUST-1840,Solstice Dynamics #65,FinTech & Payments,Europe (EMEA),Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-01-17,2026-08-16,15,22,2032.75,44720.5,3346.79,3,19.4,6,20.7,0
CUST-1841,Vertex Networks #66,SaaS & Cloud Software,Asia-Pacific,Growth,Quarterly,Enterprise Analytics Suite,2025-07-10,2026-08-21,10,11,1611.18,17722.98,1389.82,2,5.9,6,7.5,0
CUST-1842,Vanguard Media #67,FinTech & Payments,Europe (EMEA),Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2026-03-07,2026-07-31,31,17,3164.67,53799.39,3962.25,0,14.1,6,6.4,0
CUST-1843,Starlight Logistics #68,Professional & Legal Services,Europe (EMEA),Growth,Quarterly,AI Decision Platform,2025-10-17,2026-08-30,1,8,864.65,6917.2,615.08,2,16.7,7,17.0,0
CUST-1844,Elevate Networks #69,SaaS & Cloud Software,North America,Enterprise,Quarterly,Enterprise Analytics Suite,2025-11-10,2026-07-04,58,41,4388.5,179928.5,17645.97,6,11.0,2,3.4,1
CUST-1845,Pulse Labs #70,SaaS & Cloud Software,North America,Enterprise,Quarterly,AI Decision Platform,2025-07-07,2026-08-24,7,33,4218.6,139213.8,10348.21,6,19.2,5,17.7,0
CUST-1846,Pulse Ventures #71,FinTech & Payments,Asia-Pacific,Enterprise,Multi-Year,Cloud Infrastructure Pro,2025-07-02,2026-08-25,6,36,3028.95,109042.2,9393.98,6,17.4,5,9.8,0
CUST-1847,Vanguard Solutions #72,E-Commerce & Retail,North America,Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-11-04,2026-07-20,42,7,1562.85,10939.95,701.42,3,6.3,3,10.2,0
CUST-1848,Quantum Retail Group #73,Professional & Legal Services,North America,Growth,Quarterly,Enterprise Analytics Suite,2026-01-08,2026-08-05,26,11,1193.82,13132.02,982.67,2,5.0,6,16.5,0
CUST-1849,Prism Logistics #74,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-07-05,2026-08-29,2,21,2618.33,54984.93,4298.12,3,16.9,7,7.1,0
CUST-1850,Kinetic Networks #75,FinTech & Payments,Latin America,Mid-Market,Multi-Year,Enterprise Analytics Suite,2026-02-10,2026-08-30,1,18,3614.66,65063.88,4664.87,4,18.5,4,9.1,0
CUST-1851,Stratum Ventures #76,SaaS & Cloud Software,Europe (EMEA),Growth,Quarterly,AI Decision Platform,2025-08-25,2026-08-17,14,13,1361.01,17693.13,1336.31,4,11.0,3,7.7,0
CUST-1852,Kinetic Retail Group #77,SaaS & Cloud Software,North America,Enterprise,Annual Prepaid,Enterprise Analytics Suite,2026-03-06,2026-08-14,17,39,6792.7,264915.3,25632.47,2,22.1,6,13.2,0
CUST-1853,Aegis Ventures #78,SaaS & Cloud Software,North America,Enterprise,Quarterly,AI Decision Platform,2025-06-03,2026-08-07,24,34,4410.27,149949.18,11547.22,1,16.3,7,5.4,0
CUST-1854,Quantum Networks #79,FinTech & Payments,North America,Enterprise,Month-to-Month,Cloud Infrastructure Pro,2025-09-01,2026-07-15,47,28,2904.36,81322.08,6892.24,4,5.7,5,19.5,1
CUST-1855,Elevate Cloud #80,E-Commerce & Retail,North America,Starter,Quarterly,API Data Hub,2025-12-21,2026-08-17,14,2,446.8,893.6,73.38,3,9.7,6,32.8,0
CUST-1856,Acro Logistics #81,SaaS & Cloud Software,North America,Growth,Month-to-Month,Cloud Infrastructure Pro,2024-10-18,2026-08-24,7,9,1489.17,13402.53,1034.53,1,9.9,4,29.6,0
CUST-1857,Novus Networks #82,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-07-30,2026-08-27,4,17,2349.99,39949.83,2974.54,1,3.8,8,4.1,0
CUST-1858,Zenith Retail Group #83,FinTech & Payments,Europe (EMEA),Mid-Market,Annual Prepaid,AI Decision Platform,2026-01-04,2026-08-13,18,24,3360.71,80657.04,6505.15,3,4.8,5,19.6,0
CUST-1859,Horizon Solutions #84,Healthcare IT,North America,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-02-23,2026-05-30,93,18,2701.35,48624.3,3506.02,2,10.0,4,38.1,1
CUST-1860,Aegis Capital #85,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Annual Prepaid,AI Decision Platform,2025-09-23,2026-08-23,8,22,2964.24,65213.28,5660.57,4,9.3,5,23.6,0
CUST-1861,Pinnacle Solutions #86,FinTech & Payments,Europe (EMEA),Enterprise,Quarterly,Cloud Infrastructure Pro,2025-07-13,2026-08-18,13,36,6176.24,222344.64,16455.62,6,34.6,5,34.1,0
CUST-1862,Vertex Networks #87,E-Commerce & Retail,Europe (EMEA),Enterprise,Month-to-Month,Enterprise Analytics Suite,2025-11-13,2026-08-05,26,34,4004.28,136145.52,11504.11,4,10.3,7,7.4,0
CUST-1863,Horizon Retail Group #88,Professional & Legal Services,Asia-Pacific,Growth,Annual Prepaid,AI Decision Platform,2025-09-17,2026-08-14,17,9,558.16,5023.44,375.3,4,10.9,4,24.5,0
CUST-1864,Novus Ventures #89,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-09-04,2026-07-15,47,12,2256.85,27082.2,2176.79,2,5.6,4,20.6,0
CUST-1865,Crestview Systems #90,SaaS & Cloud Software,Latin America,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2025-09-06,2026-04-11,142,24,3239.53,77748.72,6766.41,2,5.4,5,6.3,1
CUST-1866,Nexus Dynamics #91,Healthcare IT,Asia-Pacific,Growth,Month-to-Month,API Data Hub,2026-05-20,2026-05-21,102,14,957.29,13402.06,1148.73,2,6.4,2,31.6,1
CUST-1867,Nexus Solutions #92,Professional & Legal Services,Europe (EMEA),Growth,Quarterly,Enterprise Analytics Suite,2025-11-27,2026-08-21,10,5,794.89,3974.45,255.71,2,28.2,7,18.7,0
CUST-1868,Solstice Networks #93,Healthcare IT,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2026-01-05,2026-08-05,26,18,2884.09,51913.62,4472.23,2,11.1,5,1.5,0
CUST-1869,Quantum Global #94,Healthcare IT,North America,Mid-Market,Multi-Year,Enterprise Analytics Suite,2026-03-01,2026-08-23,8,18,2135.31,38435.58,3185.51,9,18.9,4,13.5,0
CUST-1870,Vanguard Global #95,E-Commerce & Retail,North America,Enterprise,Month-to-Month,API Data Hub,2026-01-09,2026-08-02,29,46,4562.99,209897.54,18729.56,6,18.4,2,0.5,0
CUST-1871,Prism Health #96,FinTech & Payments,Europe (EMEA),Enterprise,Annual Prepaid,Enterprise Analytics Suite,2026-04-25,2026-08-12,19,31,5092.56,157869.36,12694.82,2,11.7,6,5.0,0
CUST-1872,Solstice Retail Group #97,Healthcare IT,Europe (EMEA),Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-07-16,2026-08-25,6,9,1024.85,9223.65,621.35,1,9.9,10,16.0,0
CUST-1873,Synergy Ventures #1,FinTech & Payments,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-08-19,2026-08-03,28,22,1983.72,43641.84,3523.62,4,7.7,7,23.0,0
CUST-1874,Horizon Retail Group #2,E-Commerce & Retail,North America,Starter,Quarterly,AI Decision Platform,2025-12-11,2026-08-18,13,7,585.65,4099.55,322.29,2,5.3,8,1.9,0
CUST-1875,Solstice Capital #3,FinTech & Payments,North America,Starter,Quarterly,AI Decision Platform,2025-05-03,2026-07-05,57,2,582.87,1165.74,98.12,0,6.5,7,23.1,0
CUST-1876,Omni Cloud #4,SaaS & Cloud Software,North America,Enterprise,Annual Prepaid,Enterprise Analytics Suite,2024-08-01,2026-08-22,9,31,4870.29,150978.99,11961.13,7,21.0,6,25.6,0
CUST-1877,Quantum Labs #5,Healthcare IT,Europe (EMEA),Enterprise,Quarterly,AI Decision Platform,2026-05-16,2026-08-29,2,32,6558.01,209856.32,16151.79,4,17.7,7,8.5,0
CUST-1878,Pulse Solutions #6,SaaS & Cloud Software,Europe (EMEA),Starter,Annual Prepaid,Cloud Infrastructure Pro,2025-09-24,2026-08-20,11,8,360.2,2881.6,226.44,3,5.6,6,2.2,0
CUST-1879,Horizon Logistics #7,E-Commerce & Retail,Europe (EMEA),Growth,Multi-Year,Enterprise Analytics Suite,2025-02-04,2026-08-01,30,15,1655.31,24829.65,1831.02,3,6.9,5,13.8,0
CUST-1880,Horizon Financial #8,FinTech & Payments,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2026-02-19,2026-08-16,15,6,1559.77,9358.62,776.59,3,29.8,3,15.9,0
CUST-1881,Kinetic Cloud #9,Professional & Legal Services,Europe (EMEA),Growth,Month-to-Month,API Data Hub,2026-06-23,2026-08-11,20,8,1453.96,11631.68,879.09,3,9.0,7,29.2,0
CUST-1882,Terra Global #10,E-Commerce & Retail,Latin America,Starter,Quarterly,Enterprise Analytics Suite,2026-04-17,2026-08-29,2,4,506.44,2025.76,127.03,2,10.5,5,18.6,0
CUST-1883,Omni Logistics #11,Manufacturing & Logistics,Europe (EMEA),Mid-Market,Quarterly,Security & Compliance Shield,2024-12-18,2026-08-09,22,13,2582.82,33576.66,2737.98,4,4.1,7,15.6,0
CUST-1884,CoreLogic Systems #12,Professional & Legal Services,North America,Growth,Multi-Year,Cloud Infrastructure Pro,2026-04-28,2026-08-12,19,11,1355.13,14906.43,943.53,2,12.1,5,6.0,0
CUST-1885,Solstice Financial #13,Healthcare IT,Europe (EMEA),Starter,Annual Prepaid,Cloud Infrastructure Pro,2025-05-04,2026-08-03,28,7,644.58,4512.06,295.18,0,8.2,7,2.8,0
CUST-1886,Synergy Labs #14,FinTech & Payments,Asia-Pacific,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2026-04-23,2026-08-25,6,26,1942.42,50502.92,4060.89,4,13.4,7,20.4,0
CUST-1887,Synergy Health #15,SaaS & Cloud Software,Europe (EMEA),Growth,Annual Prepaid,Enterprise Analytics Suite,2025-12-28,2026-07-12,50,12,2179.78,26157.36,1694.97,2,20.2,5,23.2,1
CUST-1888,Vertex Solutions #16,SaaS & Cloud Software,North America,Enterprise,Annual Prepaid,Enterprise Analytics Suite,2026-03-02,2026-08-24,7,27,6220.86,167963.22,15221.43,5,18.8,5,20.9,0
CUST-1889,Beacon Systems #17,Manufacturing & Logistics,North America,Mid-Market,Annual Prepaid,API Data Hub,2026-01-25,2026-08-15,16,21,3640.37,76447.77,6979.98,0,6.6,7,30.3,0
CUST-1890,Kinetic Technologies #18,Healthcare IT,North America,Growth,Annual Prepaid,Security & Compliance Shield,2026-01-02,2026-08-30,1,10,1680.51,16805.1,1348.02,3,16.4,8,4.6,0
CUST-1891,Novus Global #19,SaaS & Cloud Software,Europe (EMEA),Enterprise,Multi-Year,Cloud Infrastructure Pro,2025-08-13,2026-08-27,4,29,5685.84,164889.36,13841.25,9,16.8,3,9.2,0
CUST-1892,Kinetic Financial #20,Professional & Legal Services,North America,Enterprise,Multi-Year,Cloud Infrastructure Pro,2026-04-09,2026-08-22,9,35,4529.43,158530.05,14590.06,6,11.5,3,2.8,0
CUST-1893,Synergy Media #21,Healthcare IT,Europe (EMEA),Starter,Annual Prepaid,Cloud Infrastructure Pro,2025-08-17,2026-08-30,1,4,917.57,3670.28,230.95,2,11.7,7,9.6,0
CUST-1894,Vertex Health #22,Manufacturing & Logistics,Latin America,Mid-Market,Month-to-Month,Security & Compliance Shield,2025-12-03,2026-07-25,37,20,1756.81,35136.2,3043.3,0,5.8,4,14.8,1
CUST-1895,CoreLogic Global #23,SaaS & Cloud Software,North America,Enterprise,Month-to-Month,Enterprise Analytics Suite,2025-02-07,2026-08-12,19,27,3769.12,101766.24,9402.82,4,9.9,4,5.8,0
CUST-1896,Solstice Technologies #24,Healthcare IT,North America,Growth,Quarterly,AI Decision Platform,2025-09-02,2026-08-29,2,13,1467.44,19076.72,1264.85,2,22.7,7,39.0,0
CUST-1897,Pulse Systems #25,Healthcare IT,North America,Enterprise,Annual Prepaid,AI Decision Platform,2026-04-06,2026-08-27,4,29,4602.86,133482.94,10373.57,9,18.0,4,23.0,0
CUST-1898,Crestview Cloud #26,Healthcare IT,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-07-18,2026-08-15,16,8,2890.34,23122.72,1949.1,4,9.2,4,8.2,0
CUST-1899,Synergy Technologies #27,Manufacturing & Logistics,Asia-Pacific,Mid-Market,Annual Prepaid,AI Decision Platform,2025-08-05,2026-08-30,1,17,2967.22,50442.74,4377.99,4,13.8,4,4.5,0
CUST-1900,Starlight Global #28,Professional & Legal Services,Europe (EMEA),Growth,Quarterly,AI Decision Platform,2025-02-28,2026-08-29,2,15,1719.04,25785.6,1661.57,1,6.0,7,16.7,0
CUST-1901,Vanguard Capital #29,Healthcare IT,Asia-Pacific,Starter,Quarterly,API Data Hub,2025-03-06,2026-08-02,29,6,466.58,2799.48,178.67,2,5.5,7,11.8,0
CUST-1902,Aegis Ventures #30,FinTech & Payments,Europe (EMEA),Starter,Quarterly,Enterprise Analytics Suite,2025-10-15,2026-08-29,2,3,389.4,1168.2,81.99,2,2.5,8,9.7,0
CUST-1903,Novus Dynamics #31,FinTech & Payments,Europe (EMEA),Mid-Market,Annual Prepaid,AI Decision Platform,2024-12-30,2026-08-20,11,24,2150.51,51612.24,3751.46,2,10.8,7,14.9,0
CUST-1904,Pulse Networks #32,Manufacturing & Logistics,Europe (EMEA),Enterprise,Annual Prepaid,Enterprise Analytics Suite,2026-03-23,2026-08-12,19,34,6898.3,234542.2,19970.37,11,23.2,3,5.0,0
CUST-1905,Aegis Technologies #33,Healthcare IT,Asia-Pacific,Mid-Market,Annual Prepaid,Security & Compliance Shield,2025-10-30,2026-08-10,21,19,1937.54,36813.26,2872.7,7,15.7,5,22.6,0
CUST-1906,Prism Ventures #34,Healthcare IT,North America,Mid-Market,Month-to-Month,Security & Compliance Shield,2025-11-04,2026-08-02,29,18,2762.31,49721.58,3567.67,5,13.6,5,4.4,1
CUST-1907,Acro Retail Group #35,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Quarterly,Enterprise Analytics Suite,2024-12-08,2026-08-29,2,21,2234.18,46917.78,3141.12,3,9.8,7,17.7,0
CUST-1908,Quantum Labs #36,Healthcare IT,Latin America,Mid-Market,Multi-Year,AI Decision Platform,2026-01-14,2026-08-23,8,18,2562.2,46119.6,3531.04,2,9.4,7,5.9,0
CUST-1909,Stratum Health #37,SaaS & Cloud Software,North America,Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-10-01,2026-08-22,9,8,1119.22,8953.76,817.91,0,7.0,9,14.2,0
CUST-1910,Crestview Technologies #38,Professional & Legal Services,North America,Growth,Month-to-Month,Enterprise Analytics Suite,2025-04-06,2026-07-13,49,17,1374.31,23363.27,1933.78,0,10.6,6,28.0,1
CUST-1911,Terra Financial #39,FinTech & Payments,Europe (EMEA),Growth,Annual Prepaid,Security & Compliance Shield,2025-11-12,2026-07-09,53,9,1031.36,9282.24,712.0,4,13.8,6,1.2,0
CUST-1912,Starlight Technologies #40,SaaS & Cloud Software,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2025-07-31,2026-08-07,24,7,1315.33,9207.31,595.56,4,5.6,8,9.6,0
CUST-1913,Beacon Logistics #41,Manufacturing & Logistics,Asia-Pacific,Starter,Annual Prepaid,Cloud Infrastructure Pro,2026-03-14,2026-08-17,14,6,296.66,1779.96,105.45,2,14.2,8,34.9,0
CUST-1914,Synergy Ventures #42,Healthcare IT,North America,Mid-Market,Multi-Year,Enterprise Analytics Suite,2025-04-24,2026-08-29,2,16,3529.91,56478.56,3958.3,1,16.9,8,7.8,0
CUST-1915,Apex Financial #43,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Month-to-Month,Security & Compliance Shield,2025-02-07,2026-07-07,55,15,3200.4,48006.0,4354.38,1,22.3,6,14.6,1
CUST-1916,Stratum Ventures #44,Manufacturing & Logistics,Latin America,Mid-Market,Multi-Year,Enterprise Analytics Suite,2026-02-12,2026-08-05,26,23,3663.82,84267.86,5704.22,6,16.3,4,40.2,0
CUST-1917,Apex Health #45,Professional & Legal Services,Asia-Pacific,Starter,Annual Prepaid,API Data Hub,2025-10-21,2026-08-17,14,6,181.16,1086.96,77.52,2,3.7,7,3.3,0
CUST-1918,Elevate Systems #46,FinTech & Payments,North America,Mid-Market,Quarterly,Security & Compliance Shield,2025-07-03,2026-07-12,50,17,2398.56,40775.52,3190.18,4,7.3,6,2.1,0
CUST-1919,Pulse Global #47,E-Commerce & Retail,North America,Growth,Multi-Year,Cloud Infrastructure Pro,2025-08-26,2026-08-22,9,10,838.97,8389.7,695.09,2,8.5,5,8.8,0
CUST-1920,Elevate Logistics #48,E-Commerce & Retail,Europe (EMEA),Starter,Multi-Year,Cloud Infrastructure Pro,2025-08-27,2026-08-26,5,7,633.89,4437.23,299.58,0,13.8,8,19.4,0
CUST-1921,Omni Solutions #49,FinTech & Payments,Europe (EMEA),Mid-Market,Month-to-Month,Enterprise Analytics Suite,2026-02-19,2026-08-16,15,23,2891.08,66494.84,4584.41,3,4.5,7,15.1,0
CUST-1922,Nexus Ventures #50,Healthcare IT,North America,Growth,Multi-Year,Enterprise Analytics Suite,2025-11-22,2026-07-20,42,13,704.31,9156.03,680.61,3,6.3,4,20.6,0
CUST-1923,Starlight Labs #51,FinTech & Payments,Asia-Pacific,Mid-Market,Quarterly,API Data Hub,2025-12-21,2026-08-28,3,13,2555.62,33223.06,2459.77,1,5.0,9,3.6,0
CUST-1924,Vanguard Media #52,FinTech & Payments,Asia-Pacific,Starter,Month-to-Month,Enterprise Analytics Suite,2025-08-15,2026-07-17,45,8,552.16,4417.28,355.41,3,16.2,4,1.2,0
CUST-1925,CoreLogic Systems #53,FinTech & Payments,North America,Starter,Multi-Year,API Data Hub,2026-01-18,2026-07-26,36,3,494.81,1484.43,121.82,2,10.2,8,19.9,0
CUST-1926,Synergy Solutions #54,E-Commerce & Retail,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-10-11,2026-07-30,32,19,4123.87,78353.53,5539.44,3,22.1,5,5.7,0
CUST-1927,Acro Capital #55,SaaS & Cloud Software,North America,Growth,Month-to-Month,API Data Hub,2025-05-25,2026-08-27,4,9,1455.58,13100.22,826.28,5,11.8,7,10.1,0
CUST-1928,Omni Cloud #56,E-Commerce & Retail,Europe (EMEA),Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-12-20,2026-07-19,43,24,2384.96,57239.04,3850.44,2,21.9,6,3.5,0
CUST-1929,Aegis Labs #57,E-Commerce & Retail,Latin America,Starter,Month-to-Month,AI Decision Platform,2026-03-18,2026-06-26,66,4,579.19,2316.76,157.25,3,13.7,5,3.5,1
CUST-1930,Vertex Solutions #58,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2025-10-26,2026-07-31,31,16,2241.1,35857.6,3124.22,4,22.9,7,21.3,0
CUST-1931,Quantum Systems #59,SaaS & Cloud Software,Europe (EMEA),Growth,Quarterly,AI Decision Platform,2026-03-29,2026-08-30,1,13,1604.2,20854.6,1620.45,1,12.7,4,12.7,0
CUST-1932,Pulse Labs #60,Healthcare IT,North America,Starter,Multi-Year,AI Decision Platform,2025-12-10,2026-06-09,83,7,408.83,2861.81,218.39,5,19.4,5,19.3,1
CUST-1933,Omni Health #61,SaaS & Cloud Software,Europe (EMEA),Growth,Month-to-Month,AI Decision Platform,2026-04-20,2026-05-30,93,11,1701.32,18714.52,1668.44,2,2.1,5,7.9,1
CUST-1934,Crestview Cloud #62,Healthcare IT,Asia-Pacific,Starter,Annual Prepaid,API Data Hub,2026-01-15,2026-08-10,21,8,380.58,3044.64,255.28,1,7.3,7,15.0,0
CUST-1935,Acro Solutions #63,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-12-29,2026-08-05,26,19,2618.5,49751.5,3341.19,4,5.3,7,1.0,0
CUST-1936,Pinnacle Financial #64,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Quarterly,Enterprise Analytics Suite,2025-09-16,2026-08-28,3,21,2881.22,60505.62,4218.21,2,8.7,9,0.7,0
CUST-1937,Zenith Cloud #65,FinTech & Payments,North America,Mid-Market,Annual Prepaid,API Data Hub,2026-02-16,2026-08-10,21,28,1620.79,45382.12,4085.2,5,9.6,2,12.1,0
CUST-1938,Terra Ventures #66,Professional & Legal Services,North America,Enterprise,Quarterly,Enterprise Analytics Suite,2025-11-02,2026-08-30,1,32,4902.33,156874.56,15244.64,3,13.6,7,30.4,0
CUST-1939,Acro Technologies #67,FinTech & Payments,Asia-Pacific,Mid-Market,Annual Prepaid,API Data Hub,2026-01-28,2026-08-13,18,28,2485.24,69586.72,4886.8,5,10.7,5,13.7,0
CUST-1940,Starlight Technologies #68,Healthcare IT,Europe (EMEA),Growth,Annual Prepaid,Cloud Infrastructure Pro,2026-01-07,2026-08-29,2,10,1061.67,10616.7,916.39,1,16.0,5,12.8,0
CUST-1941,Vanguard Technologies #69,Manufacturing & Logistics,North America,Starter,Multi-Year,Enterprise Analytics Suite,2025-11-12,2026-08-29,2,3,474.86,1424.58,84.44,3,16.7,6,36.2,0
CUST-1942,Pulse Technologies #70,Manufacturing & Logistics,Asia-Pacific,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-10-08,2026-07-27,35,16,2534.89,40558.24,3234.25,5,8.2,4,20.3,1
CUST-1943,Solstice Systems #71,Healthcare IT,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2026-04-12,2026-08-18,13,20,2500.48,50009.6,3620.22,9,11.0,3,19.4,0
CUST-1944,Omni Capital #72,E-Commerce & Retail,Asia-Pacific,Enterprise,Multi-Year,AI Decision Platform,2025-10-13,2026-08-06,25,32,3418.64,109396.48,9504.73,5,13.8,5,14.2,0
CUST-1945,Vanguard Networks #73,Healthcare IT,Europe (EMEA),Growth,Annual Prepaid,Cloud Infrastructure Pro,2025-05-25,2026-08-14,17,10,1456.34,14563.4,996.67,2,30.9,1,21.5,0
CUST-1946,Synergy Logistics #74,FinTech & Payments,North America,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2025-05-02,2026-06-22,70,26,2098.51,54561.26,4945.61,3,3.8,4,9.8,1
CUST-1947,Novus Labs #75,FinTech & Payments,North America,Enterprise,Annual Prepaid,Enterprise Analytics Suite,2025-12-25,2026-07-14,48,36,3475.86,125130.96,12155.99,6,14.4,4,33.2,1
CUST-1948,Solstice Labs #76,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,AI Decision Platform,2025-08-24,2026-07-27,35,22,3940.41,86689.02,6866.54,3,6.5,3,15.0,0
CUST-1949,Nexus Health #77,FinTech & Payments,North America,Growth,Quarterly,Enterprise Analytics Suite,2025-09-11,2026-08-29,2,7,1376.39,9634.73,668.65,1,12.6,8,11.4,0
CUST-1950,Solstice Financial #78,SaaS & Cloud Software,North America,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2026-04-08,2026-08-10,21,20,1865.67,37313.4,3001.98,1,12.9,6,11.7,0
CUST-1951,Nexus Technologies #79,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-11-24,2026-07-07,55,17,3535.48,60103.16,4418.65,2,30.4,4,16.7,1
CUST-1952,CoreLogic Technologies #80,Healthcare IT,North America,Growth,Annual Prepaid,Security & Compliance Shield,2024-01-31,2026-08-18,13,10,1441.21,14412.1,1228.12,3,13.0,6,1.6,0
CUST-1953,Synergy Financial #81,SaaS & Cloud Software,Europe (EMEA),Mid-Market,Month-to-Month,API Data Hub,2024-12-08,2026-08-12,19,22,1735.61,38183.42,3008.03,2,13.5,6,22.2,0
CUST-1954,Terra Systems #82,Healthcare IT,Europe (EMEA),Growth,Annual Prepaid,API Data Hub,2026-03-21,2026-08-18,13,9,1727.95,15551.55,1128.47,5,24.5,5,15.4,0
CUST-1955,Prism Networks #83,E-Commerce & Retail,Europe (EMEA),Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2025-03-09,2026-08-21,10,20,3214.39,64287.8,4901.04,1,13.3,6,18.5,0
CUST-1956,Zenith Capital #84,FinTech & Payments,Asia-Pacific,Mid-Market,Quarterly,Enterprise Analytics Suite,2025-04-18,2026-08-09,22,13,4026.05,52338.65,4644.3,3,7.3,6,2.8,0
CUST-1957,Prism Retail Group #85,Professional & Legal Services,Europe (EMEA),Mid-Market,Annual Prepaid,Security & Compliance Shield,2025-10-30,2026-08-21,10,21,1761.74,36996.54,2609.14,3,6.5,6,10.4,0
CUST-1958,Terra Logistics #86,SaaS & Cloud Software,North America,Growth,Annual Prepaid,Enterprise Analytics Suite,2026-04-14,2026-08-03,28,11,1362.98,14992.78,978.08,1,16.7,8,11.5,0
CUST-1959,Terra Retail Group #87,SaaS & Cloud Software,North America,Mid-Market,Annual Prepaid,Enterprise Analytics Suite,2025-06-07,2026-08-16,15,17,2927.53,49768.01,4090.21,2,4.7,7,25.4,0
CUST-1960,Starlight Media #88,FinTech & Payments,North America,Growth,Annual Prepaid,API Data Hub,2026-04-09,2026-08-23,8,8,1099.58,8796.64,615.64,4,10.4,6,11.6,0
CUST-1961,Terra Global #89,Healthcare IT,North America,Mid-Market,Month-to-Month,Cloud Infrastructure Pro,2026-04-28,2026-06-14,78,14,3037.92,42530.88,3244.01,2,4.0,5,17.7,1
CUST-1962,Starlight Media #90,Manufacturing & Logistics,Asia-Pacific,Mid-Market,Annual Prepaid,Cloud Infrastructure Pro,2026-03-01,2026-08-08,23,15,2480.81,37212.15,3110.52,1,12.3,7,11.9,0
CUST-1963,Quantum Financial #91,SaaS & Cloud Software,North America,Growth,Annual Prepaid,API Data Hub,2025-07-24,2026-08-19,12,13,719.09,9348.17,661.55,1,4.1,8,26.2,0
CUST-1964,Zenith Capital #92,Manufacturing & Logistics,Europe (EMEA),Enterprise,Month-to-Month,AI Decision Platform,2025-06-17,2026-08-17,14,32,4252.82,136090.24,10788.8,2,8.0,9,9.8,0
CUST-1965,Quantum Media #93,Professional & Legal Services,Latin America,Growth,Month-to-Month,AI Decision Platform,2025-07-21,2026-08-23,8,12,1122.26,13467.12,945.02,3,6.6,7,33.5,0
CUST-1966,Apex Capital #94,SaaS & Cloud Software,Asia-Pacific,Enterprise,Quarterly,AI Decision Platform,2026-03-26,2026-08-27,4,27,6654.46,179670.42,15811.02,3,12.3,8,17.9,0
CUST-1967,Novus Labs #95,E-Commerce & Retail,Europe (EMEA),Growth,Quarterly,Security & Compliance Shield,2025-12-15,2026-08-12,19,10,677.11,6771.1,532.86,3,17.4,7,5.9,0
CUST-1968,Nexus Ventures #96,SaaS & Cloud Software,Asia-Pacific,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2025-11-19,2026-07-23,39,25,3094.01,77350.25,6471.27,6,6.4,7,17.0,0
CUST-1969,Novus Networks #97,FinTech & Payments,Europe (EMEA),Mid-Market,Quarterly,Cloud Infrastructure Pro,2026-01-05,2026-08-21,10,19,2019.51,38370.69,3492.76,1,27.1,7,29.3,0
CUST-1970,Kinetic Systems #1,SaaS & Cloud Software,Europe (EMEA),Enterprise,Annual Prepaid,API Data Hub,2026-04-01,2026-08-28,3,32,5063.24,162023.68,12689.47,6,5.6,5,7.1,0
CUST-1971,Terra Ventures #2,FinTech & Payments,North America,Mid-Market,Month-to-Month,Enterprise Analytics Suite,2025-09-20,2026-08-07,24,18,2422.99,43613.82,3942.6,3,9.9,8,10.3,0
